sample	time	L_monocytogenes	S_enterica	B_cereus	S_aureus	S_epidermidis	E_faecalis	total_cfu	seq_id	Observed_Seq	Observed_QC	Observed_Pool	Observed_other	Available_Seq	Available_QC	Available_Pool	Available_other	Mean_Sample_Cov_Pool	seq_code	size_factor	seq_depth	lib_size_raw	lib_size
190616360807.1.1.4	T7	2000	2000	200	2000	200	2000	8400	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	2034	6102
190616360808.1.1.4	T30	2000	2000	200	2000	200	2000	8400	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	1249	3747
190616360809.1.1.4	T30	2000	2000	200	2000	200	2000	8400	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	1152	3456
190616360810.1.1.4	T30	2000	2000	200	2000	200	2000	8400	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	1249	3747
190616360811.1.1.4	T30	2000	2000	200	2000	200	2000	8400	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	1899	5697
190616360812.1.1.4	T30	2000	2000	200	2000	200	2000	8400	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	1597	4791
190616360813.1.1.4	T0	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	9418	28254
190616360814.1.1.4	T0	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	8700	26100
190616360815.1.1.4	T0	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	9128	27384
190616360816.1.1.4	T0	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	9821	29463
190616360817.1.1.4	T0	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	8165	24495
190616360818.1.1.4	T7	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	8361	25083
190616360819.1.1.4	T7	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	8289	24867
190616360820.1.1.4	T7	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	8609	25827
190616360821.1.1.4	T7	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	10522	31566
190616360822.1.1.4	T7	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	8394	25182
190616360823.1.1.4	T30	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	7527	22581
190616360824.1.1.4	T30	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	7897	23691
190616360825.1.1.4	T30	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	10199	30597
190616360826.1.1.4	T30	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	10189	30567
190616360827.1.1.4	T30	20000	20000	2000	20000	2000	20000	84000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	7162	21486
190616360828.1.1.4	T0	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	15657	46971
190616360829.1.1.4	T0	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	14032	42096
190616360830.1.1.4	T0	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	16003	48009
190616360831.1.1.4	T0	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	16278	48834
190616360832.1.1.4	T0	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	11712	35136
190616360833.1.1.4	T7	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	17312	51936
190616360834.1.1.4	T7	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	14844	44532
190616360835.1.1.4	T7	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	15493	46479
190616360836.1.1.4	T7	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	10821	32463
190616360837.1.1.4	T7	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	12547	37641
190616360838.1.1.4	T30	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	15556	46668
190616360839.1.1.4	T30	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	13479	40437
190616360840.1.1.4	T30	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	14894	44682
190616360841.1.1.4	T30	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	14398	43194
190616360842.1.1.4	T30	200000	200000	20000	200000	20000	200000	840000	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	15949	47847
190616360768.1.1.4	T0	20	20	2	20	2	20	84	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	0	0
190616360770.1.1.4	T0	20	20	2	20	2	20	84	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	0	0
190616360771.1.1.4	T0	20	20	2	20	2	20	84	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	0	0
190616360773.1.1.4	T7	20	20	2	20	2	20	84	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	0	0
190616360774.1.1.4	T7	20	20	2	20	2	20	84	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	0	0
190616360776.1.1.4	T7	20	20	2	20	2	20	84	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	0	0
190616360777.1.1.4	T7	20	20	2	20	2	20	84	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	0	0
190616360779.1.1.4	T30	20	20	2	20	2	20	84	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	0	0
190616360780.1.1.4	T30	20	20	2	20	2	20	84	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	0	0
190616360781.1.1.4	T30	20	20	2	20	2	20	84	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	0	0
190616360782.1.1.4	T30	20	20	2	20	2	20	84	seq4	13155728	30911	1472198	11652619	15000000	45000	1500000	13455000	15000	190927_M02526_0252_000000000-CJ3LD	0.3333333333333333	1472198	0	0
